time,ax,ay,az,aT
50.559000,-0.4103,-0.2202,-0.0351,0.467
50.560000,-0.4588,-0.2080,-0.0352,0.505
50.569000,-0.4763,-0.2284,-0.0206,0.529
50.578000,-0.4577,-0.2449,-0.0209,0.520
50.588000,-0.5196,-0.2669,0.0268,0.585
50.598000,-0.4841,-0.2259,-0.0000,0.534
50.620000,-0.5194,-0.2652,0.0313,0.584
50.623000,-0.4981,-0.2767,0.0209,0.570
50.630000,-0.5606,-0.2700,0.0669,0.626
50.640000,-0.5793,-0.2550,0.0659,0.636
50.648000,-0.5319,-0.2460,0.0826,0.592
50.662000,-0.6054,-0.2764,0.0742,0.670
50.685000,-0.6436,-0.2724,0.1270,0.710
50.688000,-0.6093,-0.2931,0.0992,0.683
50.689000,-0.6281,-0.3208,0.1216,0.716
50.699000,-0.5988,-0.2982,0.1509,0.686
50.710000,-0.6692,-0.3190,0.1979,0.767
50.732000,-0.6822,-0.3251,0.1671,0.774
50.749000,-0.7004,-0.3343,0.2077,0.803
50.751000,-0.7132,-0.2972,0.1841,0.794
50.752000,-0.7302,-0.3192,0.2242,0.828
50.758000,-0.7499,-0.3130,0.2456,0.849
50.773000,-0.7557,-0.3046,0.2992,0.868
50.778000,-0.7514,-0.3199,0.2321,0.849
50.798000,-0.7911,-0.3335,0.3132,0.914
50.800000,-0.7983,-0.3342,0.3077,0.919
50.808000,-0.7992,-0.3145,0.3510,0.928
50.832000,-0.7994,-0.3437,0.3595,0.941
50.841000,-0.8044,-0.3861,0.4241,0.988
50.842000,-0.8092,-0.3959,0.4200,0.994
50.848000,-0.8405,-0.3525,0.4525,1.018
50.858000,-0.8236,-0.3767,0.4387,1.006
50.874000,-0.8280,-0.3788,0.4688,1.024
50.878000,-0.8540,-0.3716,0.4811,1.048
50.899000,-0.8427,-0.3585,0.4950,1.041
50.901000,-0.8164,-0.3943,0.5094,1.040
50.908000,-0.8316,-0.3289,0.5218,1.035
50.935000,-0.8434,-0.3742,0.5408,1.069
50.937000,-0.8340,-0.4221,0.6117,1.117
50.938000,-0.8387,-0.3691,0.5849,1.087
50.949000,-0.8319,-0.4096,0.6006,1.105
50.958000,-0.8080,-0.3877,0.6023,1.080
50.973000,-0.8230,-0.3866,0.6422,1.113
50.978000,-0.7993,-0.3838,0.6198,1.082
50.999000,-0.8288,-0.3815,0.6665,1.130
51.002000,-0.8383,-0.3882,0.6297,1.118
51.009000,-0.8586,-0.3465,0.7051,1.164
51.023000,-0.7990,-0.3961,0.6941,1.130
51.028000,-0.7895,-0.4272,0.7014,1.139
51.051000,-0.8042,-0.3713,0.7429,1.156
51.053000,-0.7720,-0.3893,0.7233,1.127
51.058000,-0.7630,-0.4029,0.6908,1.105
51.071000,-0.7847,-0.3932,0.7687,1.167
51.078000,-0.7590,-0.3708,0.7454,1.127
51.088000,-0.8079,-0.3691,0.7241,1.146
51.099000,-0.7559,-0.3444,0.7394,1.112
51.128000,-0.7585,-0.3796,0.7770,1.150
51.131000,-0.7591,-0.3740,0.7418,1.125
51.132000,-0.7294,-0.3579,0.7675,1.118
51.140000,-0.7375,-0.3620,0.7301,1.099
51.148000,-0.7422,-0.3901,0.7339,1.114
51.163000,-0.6931,-0.3559,0.7489,1.081
51.186000,-0.6945,-0.3613,0.7645,1.094
51.190000,-0.7028,-0.3749,0.7436,1.090
51.191000,-0.7143,-0.3773,0.7315,1.090
51.199000,-0.6726,-0.3550,0.7441,1.064
51.211000,-0.6850,-0.3234,0.7334,1.054
51.232000,-0.6507,-0.3610,0.7222,1.037
51.236000,-0.6709,-0.3335,0.7316,1.047
51.241000,-0.6628,-0.3807,0.7203,1.050
51.248000,-0.6192,-0.3409,0.7219,1.010
51.258000,-0.5925,-0.3476,0.6800,0.967
51.275000,-0.5849,-0.3434,0.7144,0.985
51.278000,-0.5966,-0.3191,0.6774,0.957
51.298000,-0.5677,-0.3649,0.6924,0.967
51.302000,-0.5842,-0.3478,0.6768,0.959
51.321000,-0.5554,-0.3384,0.6846,0.944
51.325000,-0.5530,-0.3452,0.6881,0.948
51.328000,-0.5402,-0.3166,0.6576,0.908
51.347000,-0.5071,-0.3523,0.6660,0.908
51.351000,-0.4940,-0.3688,0.6874,0.923
51.370000,-0.4352,-0.3517,0.6860,0.885
51.373000,-0.4297,-0.3394,0.6662,0.862
51.379000,-0.4640,-0.3320,0.6579,0.871
51.395000,-0.4001,-0.3385,0.6183,0.811
51.400000,-0.4086,-0.3288,0.6555,0.840
51.417000,-0.3477,-0.3396,0.6073,0.778
51.421000,-0.3471,-0.3611,0.6373,0.811
51.428000,-0.2987,-0.3489,0.6524,0.798
51.452000,-0.3009,-0.3322,0.5990,0.748
51.455000,-0.2829,-0.3169,0.6500,0.776
51.459000,-0.2971,-0.3337,0.6037,0.751
51.470000,-0.2117,-0.3320,0.5588,0.684
51.479000,-0.2503,-0.3298,0.5868,0.718
51.493000,-0.1489,-0.3269,0.5384,0.647
51.500000,-0.1832,-0.3344,0.5381,0.660
51.516000,-0.1292,-0.3232,0.5389,0.642
51.520000,-0.0949,-0.3068,0.5410,0.629
51.528000,-0.0444,-0.3020,0.4885,0.576
51.550000,-0.0891,-0.2930,0.4791,0.569
51.552000,-0.0208,-0.3376,0.4715,0.580
51.559000,-0.0895,-0.2928,0.4409,0.537
51.569000,0.0157,-0.3123,0.4246,0.527
51.578000,0.0012,-0.2821,0.4158,0.502
51.590000,0.0615,-0.3035,0.3784,0.489
51.599000,0.0419,-0.2998,0.3508,0.463
51.613000,0.0907,-0.2916,0.3509,0.465
51.619000,0.1159,-0.3023,0.3283,0.461
51.629000,0.0869,-0.2630,0.2866,0.399
51.648000,0.1548,-0.3242,0.2454,0.435
51.658000,0.1697,-0.2774,0.2642,0.419
51.660000,0.1538,-0.3195,0.2161,0.415
51.669000,0.1921,-0.3159,0.1982,0.419
51.679000,0.2140,-0.2552,0.1959,0.386
51.691000,0.2074,-0.2634,0.1694,0.376
51.698000,0.2102,-0.2794,0.1673,0.388
51.715000,0.2964,-0.2472,0.1095,0.401
51.720000,0.2724,-0.2466,0.1104,0.384
51.728000,0.3028,-0.2341,0.0748,0.390
51.749000,0.3214,-0.2312,0.0665,0.401
51.755000,0.3195,-0.2435,0.0253,0.402
51.758000,0.3878,-0.2144,-0.0039,0.443
51.770000,0.3748,-0.2317,-0.0168,0.441
51.778000,0.3786,-0.2123,-0.0195,0.434
51.791000,0.4029,-0.2496,-0.0879,0.482
51.799000,0.3874,-0.2206,-0.0426,0.448
51.816000,0.4484,-0.2510,-0.0729,0.519
51.820000,0.4301,-0.2054,-0.0871,0.485
51.828000,0.4761,-0.2030,-0.1301,0.534
51.850000,0.4860,-0.1983,-0.1509,0.546
51.852000,0.4931,-0.1918,-0.1519,0.550
51.858000,0.4934,-0.2133,-0.1464,0.557
51.872000,0.5288,-0.1785,-0.1753,0.585
51.878000,0.5478,-0.1619,-0.1932,0.603
51.894000,0.5338,-0.1465,-0.2080,0.591
51.898000,0.5788,-0.1634,-0.2352,0.646
51.914000,0.5905,-0.1220,-0.2542,0.654
51.937000,0.5710,-0.1773,-0.2596,0.652
51.939000,0.6499,-0.1579,-0.3017,0.734
51.945000,0.6417,-0.1605,-0.3138,0.732
51.948000,0.6354,-0.1408,-0.3169,0.724
51.958000,0.6510,-0.1387,-0.2979,0.729
51.981000,0.6815,-0.1335,-0.3537,0.779
51.985000,0.7134,-0.1122,-0.3368,0.797
52.004000,0.7316,-0.1596,-0.3641,0.833
52.008000,0.7251,-0.1001,-0.3565,0.814
52.009000,0.7444,-0.0921,-0.3900,0.845
52.044000,0.7426,-0.1068,-0.3703,0.837
52.048000,0.7651,-0.0816,-0.4512,0.892
52.049000,0.7371,-0.0532,-0.3834,0.833
52.051000,0.7819,-0.0664,-0.4518,0.906
52.058000,0.7584,-0.0597,-0.4458,0.882
52.081000,0.7894,-0.0459,-0.4876,0.929
52.085000,0.8085,-0.0440,-0.4622,0.932
52.106000,0.8146,-0.0252,-0.5285,0.971
52.109000,0.8121,-0.0401,-0.5194,0.965
52.111000,0.8145,-0.0408,-0.5866,1.005
52.146000,0.8144,-0.0247,-0.5698,0.994
52.152000,0.8214,0.0109,-0.6044,1.020
52.153000,0.8521,-0.0328,-0.5994,1.042
52.154000,0.7942,0.0360,-0.5848,0.987
52.158000,0.7991,0.0017,-0.6368,1.022
52.170000,0.8112,0.0584,-0.6650,1.051
52.179000,0.7970,0.0456,-0.6569,1.034
52.188000,0.8324,0.0180,-0.7086,1.093
52.199000,0.8227,0.0028,-0.7073,1.085
52.229000,0.8181,0.0728,-0.7159,1.090
52.231000,0.8157,0.0407,-0.7430,1.104
52.232000,0.7977,0.0576,-0.7709,1.111
52.248000,0.8050,0.0519,-0.7192,1.081
52.250000,0.7759,0.0991,-0.7321,1.071
52.258000,0.8191,0.0719,-0.7282,1.098
52.270000,0.7503,0.0873,-0.7976,1.099
52.279000,0.7652,0.0838,-0.7717,1.090
52.288000,0.7264,0.0938,-0.7712,1.064
52.299000,0.7605,0.1334,-0.7882,1.103
52.314000,0.7345,0.0827,-0.7838,1.077
52.324000,0.7447,0.1104,-0.7581,1.068
52.329000,0.7599,0.1000,-0.7824,1.095
52.338000,0.7463,0.1157,-0.7710,1.079
52.348000,0.7364,0.1000,-0.7714,1.071
52.358000,0.7300,0.1133,-0.7838,1.077
52.369000,0.7449,0.0708,-0.8078,1.101
52.381000,0.7100,0.0936,-0.7701,1.052
52.402000,0.6997,0.0961,-0.7774,1.050
52.408000,0.7032,0.1141,-0.8016,1.072
52.409000,0.6920,0.1161,-0.8068,1.069
52.437000,0.6480,0.1196,-0.8070,1.042
52.439000,0.6781,0.1453,-0.7915,1.052
52.440000,0.6438,0.1513,-0.7941,1.033
52.449000,0.6771,0.1457,-0.7752,1.040
52.458000,0.6237,0.1087,-0.7591,0.988
52.474000,0.6198,0.1291,-0.7720,0.998
52.478000,0.6429,0.1184,-0.7464,0.992
52.497000,0.6063,0.1266,-0.7583,0.979
52.500000,0.6034,0.1349,-0.7969,1.009
52.518000,0.5698,0.1047,-0.7433,0.942
52.520000,0.5531,0.1442,-0.7297,0.927
52.528000,0.5742,0.1380,-0.7497,0.954
52.548000,0.5502,0.1319,-0.7361,0.928
52.568000,0.5192,0.1136,-0.7052,0.883
52.574000,0.5004,0.1075,-0.7371,0.897
52.575000,0.4905,0.1034,-0.7578,0.909
52.578000,0.4886,0.0686,-0.7110,0.865
52.589000,0.4855,0.0978,-0.7071,0.863
52.599000,0.4623,0.0918,-0.7176,0.859
52.634000,0.4463,0.1016,-0.7078,0.843
52.635000,0.3974,0.1003,-0.7065,0.817
52.637000,0.3570,0.0906,-0.6974,0.789
52.638000,0.3872,0.0773,-0.7010,0.805
52.648000,0.3609,0.0886,-0.7139,0.805
52.659000,0.3578,0.0585,-0.7054,0.793
52.673000,0.2779,0.0740,-0.6904,0.748
52.678000,0.2945,0.0606,-0.7130,0.774
52.691000,0.2417,0.0588,-0.6316,0.679
52.698000,0.2586,0.0815,-0.6476,0.702
52.715000,0.1875,0.0644,-0.6447,0.675
52.720000,0.1621,0.0248,-0.6393,0.660
52.728000,0.1488,0.0214,-0.6009,0.619
52.744000,0.1594,0.0104,-0.6576,0.677
52.748000,0.1076,0.0036,-0.6519,0.661
52.758000,0.1162,0.0191,-0.5919,0.603
52.783000,0.0847,-0.0079,-0.5952,0.601
52.786000,0.0366,0.0004,-0.5856,0.587
52.788000,0.0094,-0.0036,-0.5552,0.555
52.799000,0.0070,0.0023,-0.5791,0.579
52.808000,-0.0302,-0.0267,-0.4835,0.485
52.838000,-0.0465,-0.0709,-0.4986,0.506
52.849000,-0.0739,-0.0222,-0.5045,0.510
52.850000,-0.0993,-0.0473,-0.5052,0.517
52.852000,-0.1355,-0.0523,-0.4651,0.487
52.858000,-0.1034,-0.0461,-0.4353,0.450
52.871000,-0.1392,-0.0900,-0.4184,0.450
52.878000,-0.1118,-0.0669,-0.3819,0.404
52.889000,-0.2116,-0.0502,-0.3604,0.421
52.898000,-0.1859,-0.0773,-0.3742,0.425
52.919000,-0.1952,-0.1608,-0.3406,0.424
52.921000,-0.2313,-0.1136,-0.3476,0.433
52.928000,-0.2774,-0.1270,-0.2828,0.416
52.938000,-0.2392,-0.1251,-0.2427,0.363
52.948000,-0.3019,-0.1710,-0.1943,0.398
52.958000,-0.2731,-0.1474,-0.1859,0.362
52.985000,-0.3063,-0.1917,-0.2100,0.418
52.990000,-0.3177,-0.1394,-0.2086,0.405
52.991000,-0.3473,-0.1762,-0.1127,0.405
52.998000,-0.3585,-0.1213,-0.1500,0.407
53.009000,-0.3566,-0.2177,-0.1038,0.431
53.033000,-0.3795,-0.1914,-0.0962,0.436
53.035000,-0.4420,-0.2206,-0.0753,0.500
53.042000,-0.3858,-0.2013,-0.0513,0.438
53.050000,-0.4866,-0.1920,-0.0343,0.524
53.058000,-0.4657,-0.2276,-0.0488,0.521
53.077000,-0.4340,-0.2448,-0.0132,0.498
53.079000,-0.4372,-0.2325,-0.0041,0.495
53.102000,-0.5374,-0.1843,0.0075,0.568
53.107000,-0.4519,-0.2604,0.0211,0.522
53.108000,-0.5181,-0.2629,0.0568,0.584
53.127000,-0.4969,-0.2503,0.0891,0.563
53.129000,-0.5787,-0.2288,0.0546,0.625
53.149000,-0.5023,-0.2520,0.0774,0.567
53.151000,-0.5849,-0.3075,0.0960,0.668
53.176000,-0.5489,-0.2541,0.1042,0.614
53.179000,-0.6206,-0.2833,0.1393,0.696
53.180000,-0.6127,-0.3134,0.1399,0.702
53.196000,-0.6698,-0.2689,0.1689,0.741
53.201000,-0.6449,-0.3014,0.1598,0.730
53.222000,-0.6866,-0.2764,0.1751,0.761
53.227000,-0.6331,-0.2969,0.1683,0.719
53.228000,-0.7007,-0.3124,0.2380,0.803
53.266000,-0.6827,-0.2848,0.2118,0.769
53.268000,-0.7513,-0.3369,0.2375,0.857
53.275000,-0.7187,-0.2924,0.2398,0.812
53.276000,-0.7478,-0.2852,0.3099,0.858
53.278000,-0.7342,-0.2981,0.2784,0.840
53.288000,-0.7576,-0.3337,0.3218,0.888
53.298000,-0.7510,-0.3249,0.3139,0.876
53.313000,-0.7940,-0.3301,0.3280,0.920
53.319000,-0.7823,-0.3282,0.3818,0.930
53.329000,-0.8031,-0.3308,0.3741,0.946
53.352000,-0.7913,-0.3457,0.3681,0.939
53.355000,-0.7856,-0.4037,0.4068,0.972
53.358000,-0.7882,-0.3274,0.4268,0.954
53.380000,-0.8010,-0.3609,0.4452,0.985
53.383000,-0.8130,-0.3371,0.4934,1.009
53.389000,-0.8043,-0.3250,0.5332,1.018
53.399000,-0.8020,-0.3657,0.5141,1.020
53.417000,-0.7975,-0.3671,0.5256,1.023
53.421000,-0.7883,-0.3549,0.5612,1.031
53.428000,-0.8218,-0.3583,0.5312,1.042
53.438000,-0.7554,-0.3366,0.5668,1.003
53.448000,-0.8465,-0.3798,0.5971,1.103
53.458000,-0.7799,-0.3628,0.5918,1.044
53.471000,-0.7805,-0.3834,0.5860,1.049
53.478000,-0.7406,-0.3712,0.5879,1.016
53.488000,-0.7328,-0.3507,0.6052,1.013
53.499000,-0.7527,-0.3504,0.6237,1.038
53.508000,-0.7502,-0.3691,0.6326,1.048
53.530000,-0.8008,-0.3518,0.6770,1.106
53.532000,-0.7558,-0.3431,0.6668,1.065
53.538000,-0.7375,-0.3282,0.6873,1.060
53.548000,-0.7368,-0.3736,0.6747,1.067
53.558000,-0.7543,-0.3253,0.6642,1.056
53.577000,-0.7570,-0.3312,0.7017,1.084
53.582000,-0.7173,-0.3379,0.6719,1.039
53.602000,-0.7571,-0.2875,0.6993,1.070
53.605000,-0.7388,-0.3564,0.6814,1.066
53.608000,-0.6943,-0.3792,0.6871,1.048
53.623000,-0.6765,-0.3689,0.7262,1.059
53.628000,-0.6671,-0.3711,0.7334,1.059
53.652000,-0.6994,-0.3419,0.7081,1.052
53.655000,-0.6670,-0.3864,0.6898,1.034
53.658000,-0.6661,-0.3333,0.7004,1.022
53.671000,-0.6636,-0.3242,0.6823,1.006
53.679000,-0.6722,-0.3309,0.7002,1.025
53.688000,-0.6114,-0.3426,0.6824,0.978
53.699000,-0.6322,-0.3421,0.6860,0.994
53.711000,-0.6008,-0.3483,0.6763,0.969
53.738000,-0.5766,-0.3145,0.6372,0.915
53.740000,-0.6293,-0.3392,0.6742,0.983
53.741000,-0.6001,-0.3151,0.6351,0.929
53.748000,-0.5697,-0.3394,0.6401,0.922
53.771000,-0.5814,-0.3033,0.6464,0.921
53.773000,-0.5681,-0.3535,0.6604,0.940
53.784000,-0.5324,-0.3197,0.6641,0.909
53.788000,-0.5294,-0.3411,0.6395,0.898
53.799000,-0.5652,-0.3219,0.6100,0.892
53.808000,-0.4942,-0.3146,0.6334,0.863
53.844000,-0.4995,-0.3408,0.6325,0.875
53.846000,-0.4595,-0.3572,0.6053,0.840
53.847000,-0.4935,-0.3118,0.5880,0.829
53.848000,-0.4101,-0.3043,0.6158,0.800
53.862000,-0.4089,-0.3593,0.6173,0.823
53.885000,-0.4115,-0.3179,0.6011,0.795
53.888000,-0.3842,-0.3180,0.5933,0.775
53.889000,-0.3346,-0.3266,0.5643,0.733
53.899000,-0.3437,-0.3053,0.5877,0.746
53.909000,-0.2737,-0.3561,0.5780,0.732
53.934000,-0.2904,-0.3156,0.5941,0.733
53.937000,-0.3035,-0.3035,0.5487,0.697
53.938000,-0.2392,-0.3228,0.5959,0.719
53.948000,-0.2476,-0.3481,0.5644,0.708
53.964000,-0.2027,-0.3294,0.5258,0.653
53.970000,-0.1614,-0.3395,0.5180,0.640
53.978000,-0.1980,-0.3016,0.5345,0.645
53.989000,-0.1350,-0.2674,0.5086,0.590
53.998000,-0.1173,-0.3181,0.5061,0.609
54.009000,-0.0465,-0.3289,0.4589,0.567
54.048000,-0.0770,-0.2936,0.4878,0.575
54.059000,-0.0087,-0.3174,0.4770,0.573
54.061000,-0.0609,-0.3014,0.4273,0.526
54.061000,0.0213,-0.2694,0.3996,0.482
54.062000,0.0091,-0.3327,0.3647,0.494
54.072000,0.0449,-0.2904,0.3847,0.484
54.078000,0.0705,-0.2580,0.3644,0.452
54.088000,0.0868,-0.2892,0.3574,0.468
54.099000,0.1002,-0.2975,0.3372,0.461
54.108000,0.1651,-0.2712,0.2813,0.424
54.124000,0.1660,-0.2630,0.2499,0.399
54.128000,0.1462,-0.2224,0.2318,0.353
54.144000,0.1377,-0.2742,0.2007,0.367
54.154000,0.2059,-0.2620,0.2001,0.389
54.158000,0.2159,-0.2660,0.1788,0.386
54.170000,0.2315,-0.2324,0.1178,0.349
54.179000,0.2223,-0.2629,0.1423,0.372
54.188000,0.2481,-0.2537,0.1298,0.378
54.198000,0.2577,-0.2340,0.0996,0.362
54.208000,0.2649,-0.2632,0.0794,0.382
54.229000,0.3052,-0.2102,0.0426,0.373
54.230000,0.3303,-0.2544,0.0257,0.418
54.244000,0.3629,-0.2277,0.0083,0.428
54.249000,0.3447,-0.1958,0.0136,0.397
54.264000,0.3463,-0.2217,0.0177,0.412
54.272000,0.3617,-0.2212,-0.0630,0.429
54.278000,0.3988,-0.2042,-0.0322,0.449
54.287000,0.4240,-0.2256,-0.1007,0.491
54.298000,0.4273,-0.1895,-0.0695,0.473
54.308000,0.4419,-0.2020,-0.1223,0.501
54.335000,0.4307,-0.2163,-0.1053,0.493
54.337000,0.4702,-0.1738,-0.1464,0.522
54.338000,0.4802,-0.2049,-0.1505,0.543
54.348000,0.5267,-0.1436,-0.1555,0.568
54.358000,0.5267,-0.1820,-0.1879,0.588
54.369000,0.5294,-0.1645,-0.2201,0.596
54.378000,0.5247,-0.1216,-0.2138,0.579
54.391000,0.5689,-0.1375,-0.2088,0.621
54.399000,0.5377,-0.1448,-0.2169,0.598
54.418000,0.6447,-0.1445,-0.2704,0.714
54.421000,0.6128,-0.1135,-0.2352,0.666
54.429000,0.6521,-0.1253,-0.2865,0.723
54.441000,0.6557,-0.1280,-0.3200,0.741
54.448000,0.6815,-0.0800,-0.3279,0.761
54.469000,0.6683,-0.1330,-0.3302,0.757
54.471000,0.6850,-0.1086,-0.3213,0.764
54.478000,0.6884,-0.1256,-0.3141,0.767
54.488000,0.6915,-0.1087,-0.3681,0.791
54.499000,0.7352,-0.0851,-0.3509,0.819
54.508000,0.7421,-0.0588,-0.3992,0.845
54.553000,0.7213,-0.0784,-0.3960,0.827
54.555000,0.7496,-0.0944,-0.4261,0.867
54.556000,0.7168,-0.0781,-0.4084,0.829
54.558000,0.7302,-0.0606,-0.4431,0.856
54.558000,0.7499,-0.0348,-0.4656,0.883
54.571000,0.8009,-0.0433,-0.4817,0.936
54.579000,0.7702,-0.0366,-0.4659,0.901
54.589000,0.7663,-0.0282,-0.4877,0.909
54.599000,0.7832,-0.0336,-0.5240,0.943
54.615000,0.8074,0.0011,-0.5642,0.985
54.620000,0.7742,-0.0211,-0.5713,0.962
54.628000,0.7838,-0.0079,-0.5466,0.956
54.638000,0.7912,0.0057,-0.6109,1.000
54.648000,0.7933,-0.0077,-0.5852,0.986
54.672000,0.7816,0.0084,-0.5992,0.985
54.675000,0.7692,0.0138,-0.6480,1.006
54.682000,0.7673,0.0417,-0.6330,0.996
54.690000,0.7657,0.0353,-0.6681,1.017
54.698000,0.7566,0.0129,-0.6221,0.980
54.709000,0.7448,0.0100,-0.7137,1.032
54.739000,0.7668,0.0355,-0.6625,1.014
54.740000,0.7439,0.0494,-0.6750,1.006
54.741000,0.7470,0.0868,-0.6810,1.015
54.748000,0.7701,0.0473,-0.7022,1.043
54.758000,0.7421,0.0487,-0.7105,1.029
54.779000,0.7185,0.1021,-0.7100,1.015
54.782000,0.7384,0.0843,-0.7324,1.043
54.804000,0.7183,0.0795,-0.6882,0.998
54.806000,0.7097,0.0593,-0.7393,1.027
54.809000,0.6910,0.0755,-0.7526,1.024
54.819000,0.6993,0.0768,-0.7509,1.029
54.828000,0.6747,0.0993,-0.7578,1.020
54.844000,0.6973,0.0959,-0.7181,1.006
54.849000,0.6764,0.1227,-0.7491,1.017
54.864000,0.6705,0.1216,-0.7426,1.008
54.874000,0.6585,0.1073,-0.7383,0.995
54.879000,0.6505,0.0991,-0.7153,0.972
54.893000,0.6701,0.1301,-0.7337,1.002
54.898000,0.6644,0.1290,-0.7274,0.994
54.908000,0.6076,0.1161,-0.7446,0.968
54.929000,0.6024,0.1149,-0.7381,0.960
54.931000,0.6321,0.1187,-0.7023,0.952
54.944000,0.6456,0.1080,-0.7318,0.982
54.948000,0.6112,0.1236,-0.7257,0.957
54.959000,0.5893,0.0769,-0.7361,0.946
54.971000,0.6057,0.1163,-0.7005,0.933
54.978000,0.5791,0.0792,-0.7064,0.917
54.988000,0.5525,0.1138,-0.6870,0.889
54.999000,0.5549,0.1031,-0.6929,0.894
55.007000,0.5744,0.0704,-0.6796,0.893
55.035000,0.5315,0.0955,-0.7047,0.888
55.043000,0.5082,0.0914,-0.6879,0.860
55.044000,0.5062,0.0997,-0.6986,0.868
55.048000,0.4544,0.1243,-0.6460,0.800
55.058000,0.4956,0.0705,-0.6713,0.837
55.071000,0.4342,0.0757,-0.6820,0.812
55.078000,0.4637,0.0696,-0.6999,0.842
55.088000,0.4046,0.0531,-0.6668,0.782
55.098000,0.4296,0.0852,-0.7062,0.831
55.108000,0.3661,0.0994,-0.6905,0.788
55.130000,0.3819,0.0503,-0.6420,0.749
55.133000,0.3379,0.0905,-0.6255,0.717
55.151000,0.2970,0.0438,-0.6417,0.708
55.154000,0.2311,0.0952,-0.6487,0.695
55.158000,0.2860,0.0341,-0.6171,0.681
55.172000,0.2301,0.0586,-0.6127,0.657
55.179000,0.2637,0.0621,-0.6099,0.667
55.190000,0.2257,0.0522,-0.6218,0.664
55.198000,0.2024,0.0175,-0.5882,0.622
55.208000,0.1837,0.0166,-0.5818,0.610
55.231000,0.1394,0.0560,-0.5865,0.605
55.236000,0.1149,-0.0320,-0.5772,0.589
55.243000,0.0926,0.0003,-0.5535,0.561
55.248000,0.0774,0.0046,-0.5627,0.568
55.258000,0.0814,-0.0109,-0.5367,0.543
55.272000,0.0450,-0.0316,-0.5384,0.541
55.278000,0.0256,-0.0064,-0.5174,0.518
55.288000,-0.0872,-0.0448,-0.4948,0.504
55.298000,-0.0461,-0.0362,-0.4719,0.475
55.308000,-0.0785,-0.0562,-0.4619,0.472
55.331000,-0.0706,-0.0572,-0.4702,0.479
55.339000,-0.1080,-0.0733,-0.4243,0.444
55.340000,-0.1118,-0.0790,-0.4281,0.449
55.351000,-0.1284,-0.0670,-0.3667,0.394
55.358000,-0.1558,-0.0511,-0.4019,0.434
55.370000,-0.1648,-0.0879,-0.3478,0.395
55.379000,-0.1775,-0.0814,-0.3475,0.399
55.387000,-0.2183,-0.0971,-0.2977,0.382
55.398000,-0.2187,-0.0666,-0.3240,0.396
55.408000,-0.3005,-0.1064,-0.2765,0.422
55.430000,-0.2718,-0.0878,-0.2531,0.382
55.431000,-0.2980,-0.1304,-0.2220,0.394
55.438000,-0.2906,-0.1164,-0.2252,0.386
55.448000,-0.3461,-0.1571,-0.1599,0.412
55.458000,-0.2885,-0.1239,-0.1779,0.361
55.470000,-0.3219,-0.1143,-0.1302,0.366
55.479000,-0.3427,-0.1934,-0.1604,0.425
55.489000,-0.3208,-0.1744,-0.1133,0.382
55.498000,-0.3750,-0.1577,-0.1151,0.423
55.508000,-0.3693,-0.1959,-0.0643,0.423
55.531000,-0.3802,-0.1743,-0.0927,0.428
55.537000,-0.4059,-0.2030,-0.0355,0.455
55.546000,-0.4094,-0.1862,-0.0641,0.454
55.557000,-0.4806,-0.2267,0.0088,0.531
55.559000,-0.4549,-0.2049,-0.0226,0.499
55.570000,-0.5071,-0.2000,0.0211,0.546
55.578000,-0.4694,-0.2163,0.0419,0.519
55.588000,-0.4893,-0.2429,0.0449,0.548
55.599000,-0.5467,-0.1993,0.0275,0.583
55.608000,-0.5490,-0.2296,0.1015,0.604
55.631000,-0.5559,-0.2697,0.0692,0.622
55.634000,-0.5951,-0.2792,0.0656,0.661
55.638000,-0.5731,-0.3119,0.0882,0.658
55.648000,-0.6209,-0.2375,0.1078,0.673
55.658000,-0.6131,-0.2414,0.1207,0.670
55.678000,-0.6158,-0.2681,0.1626,0.691
55.682000,-0.6293,-0.2957,0.1773,0.718
55.705000,-0.6679,-0.2981,0.1536,0.747
55.710000,-0.6383,-0.2683,0.1756,0.714
55.715000,-0.6834,-0.2806,0.2173,0.770
55.732000,-0.6323,-0.2818,0.2007,0.721
55.734000,-0.7114,-0.2919,0.2332,0.804
55.756000,-0.7052,-0.2930,0.2142,0.793
55.758000,-0.6897,-0.3154,0.2617,0.802
55.759000,-0.7407,-0.2637,0.2901,0.838
55.769000,-0.7423,-0.2982,0.2927,0.852
55.779000,-0.7333,-0.3302,0.3016,0.859
55.793000,-0.7279,-0.3026,0.3525,0.864
55.799000,-0.7406,-0.2914,0.3041,0.852
55.817000,-0.7535,-0.3212,0.3308,0.883
55.820000,-0.7232,-0.3218,0.3585,0.869
55.828000,-0.7676,-0.3063,0.4102,0.923
55.839000,-0.7491,-0.2925,0.3994,0.898
55.848000,-0.7572,-0.2959,0.4147,0.913
55.865000,-0.7411,-0.2963,0.4513,0.917
55.871000,-0.7706,-0.3264,0.4319,0.942
55.888000,-0.7710,-0.3338,0.4492,0.953
55.891000,-0.8300,-0.3411,0.4892,1.022
55.898000,-0.7753,-0.3388,0.5014,0.983
55.908000,-0.8033,-0.3431,0.5400,1.027
55.948000,-0.7726,-0.3193,0.4735,0.961
55.951000,-0.7390,-0.3234,0.5404,0.971
55.952000,-0.7492,-0.3521,0.5331,0.985
55.953000,-0.7451,-0.3316,0.5961,1.010
55.964000,-0.7434,-0.3195,0.5696,0.990
