time,ax,ay,az,aT
5.409000,-0.7761,-0.6706,0.6215,1.199
5.418000,-0.6370,-0.0748,0.7719,1.004
5.428000,-0.3057,0.0406,0.4669,0.560
5.438000,-0.1607,-0.3485,0.3582,0.525
5.466000,0.3117,-0.6525,-0.0888,0.729
5.468000,0.5274,-0.7290,-0.2347,0.930
5.469000,0.7737,-0.5433,-0.6145,1.128
5.478000,0.6842,-0.3671,-0.6650,1.022
5.494000,0.5585,-0.1067,-1.0091,1.158
5.507000,0.8835,-0.5538,-1.2203,1.605
5.515000,-0.5978,-0.1066,-1.4379,1.561
5.521000,-0.0867,1.2944,-1.1718,1.748
5.528000,0.4560,1.5172,-1.3525,2.083
5.538000,0.4077,0.6821,-1.4056,1.615
5.560000,0.3705,0.7036,-1.5263,1.721
5.563000,-0.1098,-1.1046,-2.1738,2.441
5.594000,-0.1754,-1.0992,-2.1973,2.463
5.596000,-0.2069,0.8595,-1.5787,1.809
5.598000,-0.3208,1.4178,-1.2720,1.932
5.599000,-0.2680,1.1168,-1.2211,1.676
5.608000,-0.2069,0.2677,-1.2677,1.312
5.618000,-0.1288,-0.5080,-1.5308,1.618
5.628000,-0.1175,-0.9259,-1.3284,1.623
5.638000,-0.1160,-0.8823,-1.1714,1.471
5.666000,-0.1132,-0.8581,-0.8384,1.205
5.668000,-0.1497,-0.7420,-0.7165,1.042
5.669000,-0.2711,-0.6296,-0.3352,0.763
5.678000,-0.2350,-0.4240,-0.1788,0.517
5.690000,-0.1513,-0.2945,0.1011,0.346
5.705000,-0.1256,-0.2868,0.2093,0.377
5.709000,-0.1246,-0.3615,0.4912,0.623
5.719000,-0.2083,-0.3985,0.4799,0.658
5.728000,-0.1560,-0.3235,0.6681,0.759
5.738000,-0.1540,-0.3962,0.5414,0.688
5.750000,-0.0638,-0.2320,0.6373,0.681
5.758000,-0.0886,-0.2760,0.5729,0.642
5.770000,0.0904,-0.1904,0.5297,0.570
5.778000,0.1593,-0.1915,0.4711,0.533
5.798000,0.3948,-0.1679,0.2708,0.507
5.801000,0.4633,-0.3180,0.1591,0.584
5.810000,0.7617,-0.4689,-0.1441,0.906
5.828000,0.8432,-0.6769,-0.2630,1.113
5.831000,1.0631,-0.7757,-0.5604,1.430
5.841000,1.1629,-0.8283,-0.6072,1.551
5.854000,1.3648,-0.7516,-0.7578,1.733
5.858000,1.3934,-0.5626,-0.7429,1.676
5.882000,1.4417,-0.4356,-0.7252,1.672
5.883000,1.4275,-0.3208,-0.7314,1.636
5.887000,1.3950,-0.3979,-0.6675,1.597
5.908000,1.3572,-0.4649,-0.6721,1.584
5.910000,1.2686,-0.4973,-0.5220,1.459
5.921000,1.2361,0.3624,-0.2030,1.304
5.928000,1.4605,0.1164,-0.0748,1.467
5.939000,1.3304,-0.2701,0.0567,1.359
5.949000,1.2960,-0.5960,0.3025,1.458
5.958000,1.1997,-0.6944,0.2422,1.407
5.968000,0.8585,-0.6883,0.4250,1.180
5.978000,0.7472,-0.6357,0.4423,1.076
5.998000,0.4129,-0.8114,0.6526,1.120
6.005000,0.2860,-0.9544,0.6337,1.181
6.009000,0.0163,-1.1027,0.8790,1.410
6.038000,0.0044,-1.0651,0.8983,1.393
6.041000,-0.0013,-0.9932,1.1154,1.494
6.042000,0.0203,-0.8546,1.1389,1.424
6.060000,0.2253,-0.8122,1.2634,1.519
6.062000,0.3472,-0.7568,1.3100,1.552
6.083000,0.6830,-0.7275,1.3232,1.657
6.088000,0.7914,-0.8417,1.2431,1.697
6.090000,1.0171,-0.8297,1.2359,1.803
6.126000,1.0541,-0.6879,1.2402,1.767
6.134000,1.1292,-0.4491,1.1716,1.688
6.135000,1.1707,-0.1886,1.2258,1.706
6.136000,1.0430,-0.1212,1.0453,1.482
6.160000,0.9615,-0.1584,1.0193,1.410
6.161000,0.8374,-0.3318,0.9377,1.300
6.162000,0.6245,-0.4265,0.6563,1.001
6.184000,0.3811,-0.5023,0.4064,0.750
6.188000,0.2471,-0.8406,0.2516,0.912
6.190000,0.0777,-0.9391,-0.0332,0.943
6.234000,-0.0063,-1.1109,-0.1450,1.120
6.238000,-0.0427,-1.1282,-0.3217,1.174
6.239000,0.0475,-1.2240,-0.3718,1.280
6.240000,0.1430,-1.1699,-0.5821,1.315
6.241000,0.2983,-0.8472,-0.4556,1.007
6.256000,0.4305,-0.7235,-0.5762,1.020
6.259000,0.4833,-1.2319,-0.7189,1.506
6.279000,0.4929,-1.3028,-0.8154,1.614
6.283000,0.5382,-0.9493,-0.6704,1.281
6.289000,0.5072,-0.1572,-0.3965,0.663
6.312000,0.5036,0.4288,-0.1760,0.684
6.318000,0.4020,0.9938,-0.1462,1.082
6.322000,0.4330,1.4048,-0.0305,1.470
6.327000,0.3469,1.4226,-0.0893,1.467
6.342000,0.3185,0.8612,-0.3433,0.980
6.367000,0.1897,0.3857,-0.5899,0.730
6.369000,0.2027,-0.1550,-0.9293,0.964
6.370000,0.0495,-0.4511,-1.0615,1.154
6.379000,-0.0572,-0.3815,-1.0103,1.081
6.391000,-0.2037,-0.3817,-0.7836,0.895
6.444000,-0.3106,-0.3498,-0.7466,0.881
6.447000,-0.4754,-0.5667,-0.5362,0.914
6.448000,-0.3779,-0.7328,-0.5426,0.987
6.449000,-0.5207,-1.1109,-0.1838,1.241
6.454000,-0.5553,-1.2822,-0.0786,1.399
6.455000,-0.7068,-1.5451,0.4675,1.762
6.467000,-0.8658,-1.2944,0.6721,1.696
6.469000,-0.9046,-1.0410,1.3138,1.905
6.479000,-0.9138,-0.4606,1.6065,1.905
6.488000,-0.8454,0.0013,2.2993,2.450
6.527000,-0.7945,0.3670,2.4380,2.590
6.529000,-0.5782,0.1361,2.6136,2.680
6.530000,-0.4741,-0.3703,2.3856,2.460
6.533000,-0.4589,-0.7130,2.2638,2.417
6.541000,-0.5195,-1.1264,2.2965,2.610
6.550000,-0.6903,-1.1217,2.2623,2.618
6.558000,-0.8082,-0.9917,2.2832,2.617
6.575000,-1.0354,-0.8762,2.1061,2.505
6.579000,-1.0913,-0.7142,2.0626,2.440
6.627000,-1.2398,-0.6543,1.7775,2.264
6.632000,-1.1859,-1.3448,1.4971,2.336
6.633000,-1.3594,-1.5257,0.9972,2.274
6.635000,-1.3771,-1.5645,0.8781,2.262
6.637000,-1.3677,-1.1854,0.6656,1.928
6.644000,-1.3156,-0.6951,0.7972,1.688
6.648000,-1.1166,-0.1405,0.6476,1.298
6.658000,-1.0344,0.0987,0.6630,1.233
6.668000,-0.7498,0.1191,0.3104,0.820
6.678000,-0.5084,-0.2275,0.0345,0.558
6.700000,-0.1342,-0.0978,-0.1923,0.254
6.703000,-0.0712,-0.1511,-0.2671,0.315
6.708000,-0.0537,0.0780,-0.0749,0.121
6.736000,-0.0676,0.3244,0.0693,0.339
6.739000,-0.0013,0.4629,0.3173,0.561
6.740000,-0.1797,0.6407,0.5073,0.837
6.760000,-0.1822,0.4786,0.7339,0.895
6.763000,-0.1737,0.2481,0.7465,0.806
6.785000,-0.1447,-0.1435,1.0242,1.044
6.795000,-0.1365,-0.2979,1.0615,1.111
6.798000,-0.0575,-0.7264,1.3064,1.496
6.800000,-0.1069,-0.6994,1.3356,1.511
6.834000,0.0334,-0.8511,1.7143,1.914
6.842000,0.0354,-0.9870,1.7136,1.978
6.843000,0.0350,-0.9909,1.8054,2.060
6.844000,0.2654,-0.7306,2.2873,2.416
6.863000,0.4904,-0.6211,2.5672,2.686
6.866000,0.5246,-0.4366,2.5577,2.647
6.868000,0.5207,-0.1810,2.5684,2.627
6.879000,0.7814,-0.0975,2.5657,2.684
6.890000,0.8266,-0.1857,2.3700,2.517
6.929000,0.7609,-0.3164,2.1927,2.342
6.932000,0.7396,-0.4683,1.7123,1.923
6.934000,0.6456,-0.6148,1.5966,1.829
6.935000,0.7102,-0.9056,1.0248,1.541
6.939000,0.7622,-1.3909,0.7986,1.776
6.961000,0.9078,-1.3861,0.3245,1.688
6.964000,0.9510,-1.0500,0.3832,1.468
6.984000,0.7584,-0.1253,0.1878,0.791
6.987000,0.5979,0.0958,0.2368,0.650
6.988000,0.3733,0.0218,-0.2765,0.465
7.019000,0.2582,-0.2470,-0.4148,0.548
7.022000,0.1514,-0.3662,-1.0122,1.087
7.023000,0.2469,-0.4665,-1.1160,1.234
7.034000,0.1582,-0.3964,-1.4454,1.507
7.038000,0.1636,-0.3105,-1.4784,1.519
7.049000,0.1261,0.2033,-1.5461,1.565
7.059000,0.2628,0.2246,-1.5493,1.587
7.073000,0.4076,0.3973,-1.4027,1.514
7.078000,0.5395,0.2896,-1.4000,1.528
7.121000,0.3248,-0.0323,-1.3783,1.416
7.123000,0.1938,-0.1015,-1.3071,1.325
7.124000,0.1408,-0.3514,-1.4122,1.462
7.124000,0.0234,-0.0160,-1.1887,1.189
7.128000,-0.0397,0.2592,-0.9112,0.948
7.156000,0.0701,0.6575,-0.6960,0.960
7.159000,0.1450,1.0453,-0.4854,1.162
7.160000,0.2987,1.1972,-0.5247,1.341
7.182000,0.5516,1.0197,-0.5920,1.302
7.185000,0.8301,0.7189,-0.7354,1.322
7.188000,1.1384,0.3539,-0.8986,1.493
7.218000,1.2144,0.3067,-0.9520,1.573
7.224000,1.0982,0.5594,-0.6999,1.417
7.225000,1.0232,0.7616,-0.5714,1.398
7.228000,1.1435,0.6646,-0.4014,1.382
7.250000,0.8611,0.3686,-0.5394,1.081
7.252000,0.3435,0.1574,-0.2326,0.444
7.258000,0.1437,-0.4443,-0.3761,0.600
7.274000,-0.4257,-1.0345,-0.2902,1.156
7.278000,-0.6960,-1.3452,-0.2957,1.543
7.301000,-1.2509,-1.5352,0.0590,1.981
7.307000,-1.3733,-1.3982,0.1547,1.966
7.308000,-1.5148,-1.2551,0.6854,2.083
7.340000,-1.3179,-1.1518,0.8363,1.940
7.342000,-0.9527,-0.8919,1.3321,1.865
7.343000,-0.6172,-0.5245,1.5094,1.713
7.350000,-0.1343,-0.2749,1.9011,1.926
7.370000,0.0896,0.0517,1.9061,1.909
7.373000,0.3964,0.0767,2.1037,2.142
7.379000,0.3930,0.1380,2.0771,2.118
7.397000,0.2370,0.1578,2.1614,2.180
7.404000,-0.0669,0.1070,2.1510,2.155
7.409000,-0.5325,-0.1648,2.0718,2.145
7.446000,-0.8156,-0.5233,1.9495,2.177
7.449000,-1.1843,-0.9790,1.4860,2.138
7.450000,-1.1738,-0.9717,1.4721,2.119
7.460000,-1.0922,-1.0069,1.1061,1.852
7.461000,-0.8711,-1.0400,0.9257,1.642
7.471000,-0.5459,-0.8090,0.6908,1.196
7.478000,-0.4154,-0.5520,0.7434,1.015
7.488000,-0.3006,-0.2257,0.5554,0.671
7.511000,-0.3052,-0.1568,0.5866,0.680
7.513000,-0.2495,-0.1022,0.3443,0.437
7.538000,-0.2071,-0.0533,0.3345,0.397
7.539000,-0.0635,-0.0526,0.1223,0.147
7.540000,0.0462,-0.2077,0.1232,0.246
7.553000,0.2575,-0.2099,-0.0759,0.341
7.559000,0.3667,-0.2744,-0.0640,0.462
7.569000,0.5262,-0.3087,-0.2112,0.646
7.579000,0.5498,-0.4166,-0.2271,0.726
7.593000,0.6752,-0.4432,-0.3086,0.865
7.627000,0.6215,-0.4673,-0.2762,0.825
7.631000,0.6272,-0.3165,-0.2907,0.760
7.632000,0.5906,-0.3453,-0.2248,0.720
7.634000,0.7720,-0.3724,-0.3680,0.933
7.640000,0.7768,-0.3462,-0.3038,0.903
7.652000,0.9722,-0.2643,-0.4542,1.105
7.659000,1.0657,-0.1017,-0.4053,1.145
7.667000,1.2177,0.1223,-0.4718,1.312
7.678000,1.3455,0.3567,-0.4242,1.455
7.697000,1.4695,0.5206,-0.5286,1.646
7.700000,1.4890,0.6855,-0.4895,1.711
7.708000,1.5568,0.7700,-0.6219,1.845
7.723000,1.5350,0.6354,-0.7175,1.810
7.729000,1.5051,0.3535,-0.8974,1.788
7.739000,1.4277,-0.0330,-1.0769,1.789
7.759000,1.2646,-0.2114,-1.2377,1.782
7.762000,1.2222,-0.1722,-1.2363,1.747
7.768000,1.0657,0.0924,-1.1338,1.559
7.778000,0.9643,0.3830,-0.9667,1.418
7.804000,0.9028,0.5691,-0.7940,1.330
7.814000,0.9195,0.5917,-0.7481,1.325
7.816000,0.7791,0.4168,-0.6332,1.087
7.818000,0.7608,0.2455,-0.6437,1.026
7.834000,0.5756,-0.0080,-0.5145,0.772
7.838000,0.4590,-0.1672,-0.5648,0.747
7.852000,0.2679,-0.2224,-0.3679,0.507
7.858000,0.1944,-0.2302,-0.2962,0.423
7.869000,0.0316,-0.3786,-0.1209,0.399
7.878000,0.0314,-0.3787,-0.1205,0.399
7.896000,-0.0373,-0.6300,-0.0052,0.631
7.899000,-0.0391,-0.7875,-0.0546,0.790
7.935000,-0.1805,-0.7269,0.2196,0.781
7.937000,-0.2049,-0.5410,0.3591,0.681
7.938000,-0.2909,-0.3515,0.6343,0.781
7.938000,-0.2790,-0.0285,0.7795,0.828
7.951000,-0.4206,-0.1929,0.9651,1.070
7.959000,-0.4359,-0.2928,0.8860,1.030
7.968000,-0.5217,-0.3879,0.9186,1.125
7.978000,-0.5646,-0.4828,0.8154,1.103
7.999000,-0.6376,-0.5185,0.7656,1.123
8.002000,-0.6629,-0.4842,0.7658,1.123
8.008000,-0.6775,-0.5242,0.7476,1.137
8.027000,-0.6714,-0.6025,0.6715,1.125
8.032000,-0.6407,-0.5305,0.6057,1.029
8.042000,-0.6327,-0.3434,0.6979,1.003
8.066000,-0.6428,-0.0063,0.7964,1.024
8.070000,-0.5854,0.0896,0.8459,1.033
8.072000,-0.5690,0.0994,0.7891,0.978
8.078000,-0.5548,-0.0396,0.7169,0.907
8.088000,-0.5165,-0.2292,0.5600,0.796
8.112000,-0.4977,-0.2775,0.5219,0.773
8.114000,-0.4899,-0.2242,0.4537,0.704
8.137000,-0.4596,-0.1246,0.4430,0.650
8.141000,-0.4419,-0.0864,0.3178,0.551
8.142000,-0.4001,-0.1477,0.2866,0.514
8.152000,-0.2418,-0.0842,0.0835,0.269
8.159000,-0.2182,-0.1893,0.0397,0.292
8.168000,-0.0921,-0.1332,-0.2061,0.262
8.178000,-0.0343,-0.2413,-0.2144,0.325
8.196000,0.0966,-0.1800,-0.4378,0.483
8.199000,0.1267,-0.1713,-0.4131,0.465
8.208000,0.2867,-0.1000,-0.6040,0.676
8.232000,0.3294,-0.0678,-0.5895,0.679
8.235000,0.4344,-0.0136,-0.7264,0.846
8.239000,0.4473,0.0543,-0.6845,0.819
8.252000,0.5203,0.1337,-0.7899,0.955
8.258000,0.4993,0.1824,-0.7520,0.921
8.269000,0.5790,0.2634,-0.7726,1.001
8.278000,0.6288,0.2091,-0.8060,1.043
8.288000,0.7214,0.1003,-0.8339,1.107
8.308000,0.7744,0.0220,-0.9193,1.202
8.310000,0.8077,0.0471,-0.8337,1.162
8.345000,0.8008,0.1773,-0.7527,1.113
8.347000,0.8014,0.2593,-0.6582,1.069
8.349000,0.7853,0.3850,-0.5878,1.054
8.351000,0.7800,0.2955,-0.4577,0.951
8.358000,0.7306,0.0932,-0.5580,0.924
8.372000,0.7205,-0.1861,-0.4935,0.893
8.378000,0.6975,-0.2325,-0.5015,0.890
8.388000,0.6455,-0.3382,-0.3284,0.799
8.416000,0.6209,-0.2333,-0.2644,0.714
8.418000,0.5380,-0.2560,-0.0749,0.601
8.418000,0.5049,-0.1936,0.0014,0.541
8.428000,0.3968,-0.1632,0.2479,0.496
8.448000,0.3556,-0.0953,0.2721,0.458
8.451000,0.2699,-0.1148,0.4160,0.509
8.459000,0.2772,-0.0751,0.4865,0.565
8.468000,0.1703,-0.0887,0.6492,0.677
8.479000,0.1310,-0.0509,0.6801,0.694
8.499000,0.0215,-0.0105,0.8147,0.815
8.502000,-0.0403,0.0468,0.8067,0.809
8.512000,-0.1718,-0.0384,0.8312,0.850
8.527000,-0.1846,-0.0194,0.7706,0.793
8.529000,-0.2766,0.0310,0.7985,0.846
8.540000,-0.2695,0.1123,0.8337,0.883
8.566000,-0.2966,0.1884,0.8842,0.951
8.569000,-0.2586,0.1332,0.8261,0.876
8.571000,-0.2633,0.0617,0.8406,0.883
8.578000,-0.2920,0.0689,0.8207,0.874
8.588000,-0.3107,0.1065,0.8563,0.917
8.624000,-0.3652,0.1331,0.9221,1.001
8.627000,-0.4462,0.1659,0.9763,1.086
8.628000,-0.4853,0.1710,0.9772,1.104
8.629000,-0.5446,0.1312,1.0565,1.196
8.643000,-0.4927,0.0554,1.0232,1.137
8.657000,-0.4748,-0.1041,1.0468,1.154
8.659000,-0.3974,-0.0074,1.0229,1.097
8.671000,-0.3894,-0.0204,1.0861,1.154
8.678000,-0.4100,-0.0386,1.0404,1.119
8.688000,-0.3328,0.0593,1.1211,1.171
8.711000,-0.1784,0.3928,1.1696,1.247
8.713000,-0.0994,0.9615,1.4501,1.743
8.743000,-0.0137,1.7899,1.7847,2.528
8.745000,-0.0787,2.4498,2.0084,3.169
8.746000,-0.1029,2.5594,1.9924,3.245
8.758000,-0.4617,2.6955,2.1774,3.496
8.761000,0.0990,2.4481,1.9054,3.104
8.769000,-0.4549,2.3456,1.9669,3.095
8.778000,-0.3586,2.1535,1.7764,2.815
8.788000,-0.7273,1.8844,1.7171,2.651
8.824000,-0.6014,2.1019,1.7686,2.812
8.828000,-1.1329,1.7931,1.8547,2.818
8.830000,-1.1248,0.1411,1.0281,1.530
8.844000,-1.9100,-2.3091,0.2165,3.004
8.847000,-2.1141,-4.7104,-0.5112,5.188
8.849000,-3.2544,-7.2154,-0.8007,7.956
8.859000,-4.4136,-8.0123,-0.5987,9.167
8.871000,-5.7647,-8.5221,-0.1766,10.290
8.878000,-6.4511,-7.7933,0.3753,10.124
8.894000,-7.5539,-7.0160,1.2623,10.386
8.920000,-7.5579,-5.3339,1.9475,9.453
8.922000,-7.9371,-4.1023,2.8368,9.374
8.924000,-7.5736,-2.2293,3.4640,8.621
8.944000,-7.3326,-1.1580,4.2520,8.555
8.950000,-6.8493,-0.3148,4.4523,8.175
8.951000,-6.4384,-0.1800,5.0872,8.208
8.965000,-6.3832,-0.5168,5.0419,8.151
8.968000,-5.6505,-1.2800,5.3680,7.898
8.978000,-5.4706,-2.1987,5.0792,7.782
8.988000,-4.4627,-3.0970,5.2692,7.568
9.019000,-4.3184,-3.7077,5.1512,7.677
9.021000,-3.2035,-4.1038,4.9650,7.194
9.022000,-3.0511,-4.5051,4.6979,7.189
9.027000,-1.7306,-4.4769,4.3289,6.464
9.038000,-1.5351,-4.7701,4.0819,6.463
9.051000,-0.6644,-4.2513,3.4707,5.528
9.058000,-0.5994,-3.8055,3.3744,5.121
9.068000,-0.1094,-2.4383,2.5056,3.498
9.078000,-0.2718,-1.8439,2.5063,3.123
9.090000,0.0348,-1.2385,1.5025,1.947
9.121000,0.2249,-1.9773,1.2308,2.340
9.124000,0.3468,-2.8121,-0.4765,2.873
9.126000,0.6032,-4.2289,-1.3471,4.479
9.127000,-0.0150,-4.7564,-2.7131,5.476
9.139000,-0.1770,-5.3682,-3.2777,6.292
9.151000,-0.3799,-5.3319,-4.1009,6.737
9.158000,-0.5994,-5.0327,-3.5250,6.174
9.168000,-1.1135,-4.9752,-3.8678,6.399
9.178000,-1.0538,-4.8807,-3.2533,5.959
9.194000,-1.2171,-4.4035,-2.4259,5.173
9.198000,-1.1187,-3.5114,-2.1882,4.286
9.224000,-0.8373,-2.6038,-1.2771,3.019
9.227000,-0.7385,-2.0631,-0.8015,2.333
9.228000,-0.3108,-2.1051,-0.3044,2.150
9.239000,-0.2465,-2.4962,-0.2995,2.526
9.252000,0.2817,-2.9112,-0.2947,2.940
9.258000,0.4359,-3.0235,-0.2990,3.069
9.268000,0.9482,-2.5555,-0.2295,2.735
9.278000,1.0635,-1.8323,-0.0305,2.119
9.294000,1.3921,-1.2059,-0.2120,1.854
9.338000,1.4619,-1.0368,-0.2932,1.816
9.340000,1.7574,-1.4365,-0.9450,2.459
9.341000,1.8036,-2.1611,-1.2921,3.097
9.342000,1.9865,-3.0765,-2.3211,4.336
9.344000,2.0897,-4.0585,-2.8180,5.365
9.354000,2.0921,-4.6977,-3.9518,6.486
9.358000,1.9981,-5.3652,-4.3810,7.209
9.369000,1.6513,-5.6614,-5.3212,7.943
9.378000,1.4575,-5.8313,-5.4079,8.085
9.393000,0.9906,-5.3259,-5.9221,8.026
9.401000,0.6155,-4.5063,-5.6544,7.257
9.434000,0.1724,-3.3469,-5.3364,6.301
9.436000,-0.1034,-2.3810,-4.8102,5.368
9.437000,-0.4257,-1.8716,-4.4294,4.827
9.438000,-0.6079,-1.8110,-4.2840,4.691
9.452000,-0.7984,-2.0691,-3.9360,4.518
9.458000,-0.8825,-2.2653,-3.7759,4.491
9.470000,-0.7145,-2.2046,-3.2778,4.014
9.478000,-0.5719,-1.9580,-2.9851,3.616
9.494000,-0.0089,-1.8656,-2.5341,3.147
9.539000,0.2291,-2.0710,-2.4527,3.218
9.541000,0.9715,-2.6845,-2.3148,3.675
9.543000,1.2498,-3.3144,-2.3899,4.273
9.544000,2.1375,-3.8781,-2.4335,5.053
9.545000,2.4968,-3.9105,-2.3368,5.195
9.554000,3.2204,-3.4921,-2.2219,5.244
9.559000,3.4425,-2.6764,-1.9771,4.788
9.575000,3.8605,-1.8923,-1.9529,4.722
9.583000,3.8116,-1.2723,-1.7625,4.388
9.588000,4.0353,-0.9290,-2.0228,4.609
9.599000,3.9989,-0.9450,-2.0528,4.593
9.610000,4.0484,-1.2428,-2.6303,4.985
9.651000,3.8351,-1.6524,-2.7352,4.992
9.655000,3.8000,-2.0833,-3.3575,5.482
9.655000,3.6445,-2.4335,-3.4921,5.604
9.656000,3.5212,-2.8251,-4.2352,6.190
9.658000,3.3239,-2.8885,-4.3146,6.165
9.668000,3.1448,-2.8193,-5.0622,6.593
9.678000,3.0257,-2.4550,-5.0259,6.359
9.688000,2.9595,-2.0610,-5.6079,6.667
9.709000,2.8119,-1.5616,-5.5575,6.421
9.712000,2.8171,-1.4194,-6.1592,6.920
9.746000,2.7216,-1.2119,-6.2121,6.890
9.749000,2.8685,-1.2507,-6.9650,7.636
9.752000,2.9325,-1.0942,-7.0522,7.716
9.753000,3.3334,-1.0011,-7.3552,8.137
9.759000,3.4267,-0.5087,-7.2895,8.071
9.770000,3.7111,-0.1912,-7.4750,8.348
9.779000,3.8313,0.0514,-7.3616,8.299
9.788000,4.1320,-0.0639,-7.2913,8.381
9.812000,4.2333,-0.0476,-7.2815,8.423
9.816000,4.4827,-0.1904,-7.0351,8.344
9.818000,4.5299,-0.3721,-6.9199,8.279
9.828000,4.6712,-0.6155,-6.4884,8.019
9.847000,4.6464,-0.8999,-6.3177,7.894
9.852000,4.5803,-1.0715,-5.5539,7.278
9.859000,4.4679,-1.2482,-5.4641,7.168
9.868000,4.2589,-1.2298,-4.6468,6.422
9.879000,4.0930,-1.2650,-4.3913,6.135
9.894000,3.8840,-0.9805,-3.4136,5.263
9.913000,3.7515,-0.6834,-3.1188,4.926
9.915000,3.5542,-0.2662,-2.1037,4.139
9.937000,3.4353,0.0964,-1.8431,3.900
9.940000,3.1397,0.6586,-1.0526,3.376
9.942000,3.4046,0.9690,-0.9440,3.664
9.953000,3.0850,1.5019,-0.2358,3.439
9.959000,3.1392,1.8537,-0.1598,3.649
9.969000,3.1530,2.0896,0.0698,3.783
9.978000,3.1290,2.1729,0.1065,3.811
9.995000,3.1008,2.2112,0.0339,3.809
10.009000,3.0645,2.1626,-0.0126,3.751
10.011000,2.9664,2.1287,-0.3028,3.664
10.043000,2.9296,1.9747,-0.4143,3.557
10.049000,2.8261,1.9462,-0.8084,3.525
10.052000,2.8056,1.7585,-0.9410,3.442
10.055000,2.7056,1.5377,-1.5204,3.464
10.061000,2.6432,1.2448,-1.6888,3.375
10.071000,2.4943,0.8824,-2.4087,3.578
10.078000,2.5210,0.5450,-2.5603,3.634
10.088000,2.3698,0.3614,-3.2507,4.039
10.110000,2.3516,0.1614,-3.3423,4.090
10.113000,2.1621,0.0482,-4.0063,4.553
10.152000,2.1601,-0.0546,-4.1123,4.645
10.155000,2.0296,-0.0907,-4.6618,5.085
10.156000,2.0770,-0.0219,-4.6704,5.111
10.156000,1.9522,0.0254,-5.0346,5.400
10.158000,2.0436,0.1865,-4.9685,5.376
10.169000,1.9709,0.2821,-5.2342,5.600
10.179000,2.0032,0.3818,-5.2516,5.634
10.190000,1.8572,0.4403,-5.5057,5.827
10.211000,1.8880,0.4306,-5.5524,5.880
10.215000,1.7935,0.3391,-5.7123,5.997
10.250000,1.8759,0.2320,-5.7299,6.034
10.253000,1.7480,0.2089,-5.6314,5.900
10.254000,1.7345,0.1009,-5.5579,5.823
10.254000,1.4925,0.1513,-5.1984,5.411
10.259000,1.4112,0.0145,-5.0342,5.228
10.270000,1.1049,-0.1644,-4.6084,4.742
10.279000,0.9220,-0.3948,-4.5357,4.645
10.289000,0.5912,-0.5432,-4.0253,4.105
10.313000,0.5666,-0.7574,-3.9600,4.071
10.317000,0.2958,-0.8520,-3.1516,3.278
10.323000,0.2470,-0.9422,-2.8687,3.030
10.328000,0.1016,-0.9383,-2.2218,2.414
10.348000,0.1014,-0.9846,-2.1568,2.373
10.350000,0.0857,-1.1401,-1.4794,1.870
10.359000,0.0937,-1.2634,-1.4317,1.912
10.369000,0.2511,-1.6388,-0.9279,1.900
10.379000,0.3692,-1.7711,-0.9513,2.044
10.389000,0.3016,-1.9391,-0.5829,2.047
10.411000,0.3265,-2.0159,-0.6986,2.158
10.419000,0.2797,-2.2271,-0.4807,2.296
10.424000,0.2105,-2.3994,-0.6414,2.493
10.428000,0.0768,-2.6805,-0.6119,2.751
10.447000,0.0133,-2.8505,-0.8129,2.964
10.450000,-0.1863,-3.0212,-0.7982,3.130
10.459000,-0.2786,-3.0931,-0.9033,3.234
10.469000,-0.4297,-3.0887,-0.8066,3.221
10.479000,-0.4286,-2.9471,-0.7549,3.072
10.488000,-0.6301,-2.7643,-0.5265,2.884
10.510000,-0.6764,-2.5311,-0.5188,2.671
10.517000,-0.7998,-2.4888,-0.3229,2.634
10.518000,-0.7450,-2.5036,-0.2531,2.624
10.528000,-0.8260,-2.6574,-0.0290,2.783
10.547000,-0.7544,-2.8552,-0.0609,2.954
10.551000,-0.7630,-3.1502,0.2129,3.248
10.559000,-0.6757,-3.2765,0.1813,3.350
10.568000,-0.6260,-3.5114,0.5146,3.604
10.579000,-0.4058,-3.5540,0.4522,3.606
10.588000,-0.7714,-3.5542,0.9618,3.762
10.615000,-0.4884,-3.6346,0.9166,3.780
10.618000,-0.4593,-3.7032,1.3606,3.972
10.628000,-0.4382,-3.6733,1.3429,3.936
10.630000,-0.5263,-3.7166,1.6370,4.095
10.654000,-0.5116,-3.6635,1.5939,4.028
10.656000,-0.7615,-3.6839,1.7065,4.131
10.658000,-0.7584,-3.6089,1.6471,4.039
10.677000,-0.9354,-3.5690,1.5731,4.011
10.681000,-0.9469,-3.5447,1.5533,3.984
10.702000,-1.0712,-3.4201,1.4115,3.852
10.707000,-1.0860,-3.3279,1.3397,3.748
10.708000,-1.1609,-3.3051,1.1272,3.680
10.747000,-1.1674,-3.2265,1.0319,3.583
10.754000,-1.2937,-3.2319,0.8517,3.584
10.755000,-1.2559,-3.1593,0.7804,3.488
10.757000,-1.4293,-3.2352,0.5568,3.580
10.759000,-1.3939,-3.3165,0.4397,3.624
10.783000,-1.6191,-3.3669,0.2354,3.743
10.786000,-1.5883,-3.3458,0.1330,3.706
10.788000,-1.8183,-3.3720,0.1256,3.833
10.807000,-1.8543,-3.3025,0.0889,3.788
10.812000,-2.1124,-3.3332,0.1537,3.949
10.854000,-2.1055,-3.2888,0.1530,3.908
10.866000,-2.3722,-3.4305,0.4358,4.193
